location	region	model	purchase_date	cost	source	path
San Jose -> ATEDR -> ROW D -> D-1 -> PhotoShop Mac Mini shelf 1	San Jose	Mac Mini - Vertical	1450470180	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-1 -> PhotoShop Mac Mini shelf 1	San Jose	Mac Mini - Vertical	1450470180	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-1 -> PhotoShop Mac Mini shelf 1	San Jose	Mac Mini - Vertical	1450470180	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-1 -> PhotoShop Mac Mini Shelf 2	San Jose	Mac Mini - Vertical	1450470180	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-1 -> PhotoShop Mac Mini Shelf 2	San Jose	Mac Mini - Vertical	1450470180	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-2	San Jose	AR8101BLK-8U	1453332360	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-2	San Jose	PX-5522	1406169660	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-2	San Jose	PX-5522	1406169660	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-2	San Jose	WS-C2960G-48TC-L	1425071460	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-2	San Jose	AR8101BLK-3U	1430441460	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-2	San Jose	AR8101BLK-4U	1430441460	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-2	San Jose	AR8101BLK-1U	1430441460	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-2	San Jose	DL380 G9 (2 Drive)	1460419440	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-2	San Jose	AR8101BLK-2U	1460419440	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-2	San Jose	AR8101BLK-2U	1450228800	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-2	San Jose	AR8101BLK-2U	1453332360	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-2	San Jose	AR8101BLK-4U	1453332360	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-2	San Jose	AR8101BLK-8U	1453332360	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-2	San Jose	AR8101BLK-8U	1453332360	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-2	San Jose	AR8101BLK-8U	1453332360	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-3	San Jose	AR8101BLK-8U	1406169660	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-3	San Jose	PX-5522	1406169660	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-3	San Jose	PX-5522	1406169660	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-3	San Jose	DKX2-464	1424291820	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-3	San Jose	AR8101BLK-2U	1430441460	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-3	San Jose	AR8101BLK-4U	1430441460	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-3	San Jose	AR8101BLK-2U	1430441460	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-3	San Jose	AR8101BLK-3U	1426294860	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-3	San Jose	AR8101BLK-8U	1406169660	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-3	San Jose	AR8101BLK-3U	1426294860	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-3	San Jose	AR8101BLK-4U	1426294860	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-3	San Jose	AR8101BLK-8U	1426294860	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-3	San Jose	19 Inch 1U Shelf	1406169660	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-3	San Jose	AR8101BLK-8U	1406169660	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-4	San Jose	ESC4000 G2	1464222360	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-4	San Jose	PX-5522	1406169660	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-4	San Jose	PX-5522	1406169660	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-4	San Jose	WS-C2960-48TC-L	1406169720	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-4	San Jose	DSX32	1406169720	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-4	San Jose	AR8101BLK-2U	1430441460	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-4	San Jose	AR8101BLK-4U	1430441460	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-4	San Jose	AR8101BLK-2U	1430441460	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-4	San Jose	AR8101BLK-2U	1416884040	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-4	San Jose	AR8101BLK-4U	1416884040	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-4	San Jose	E4M20	1463611320	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-4	San Jose	E4M20	1463611320	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-4	San Jose	E4M20	1463611320	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-4	San Jose	E4M20	1463611320	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-4	San Jose	E4M20	1463594760	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-4	San Jose	ESC4000 G3	1464222360	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-5	San Jose	AR8101BLK-8U	1406169720	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-5	San Jose	PX-5522	1406169720	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-5	San Jose	PX-5522	1406169720	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-5	San Jose	WS-C4948	1406169780	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-5	San Jose	AR8101BLK-3U	1430441460	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-5	San Jose	AR8101BLK-4U	1430441460	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-5	San Jose	AR8101BLK-1U	1430441460	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-5	San Jose	AR8101BLK-4U	1406169720	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-5	San Jose	AR8101BLK-8U	1416948780	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-5	San Jose	AR8101BLK-8U	1416948780	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-5	San Jose	AR8101BLK-8U	1406169720	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-5	San Jose	AR8101BLK-8U	1406169720	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-6	San Jose	AR8101BLK-8U	1406169780	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-6	San Jose	PX-5522	1406169780	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-6	San Jose	PX-5522	1406169780	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-6	San Jose	WS-C4948E-F	1425090120	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-6	San Jose	AR8101BLK-3U	1430441460	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-6	San Jose	AR8101BLK-4U	1430441460	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-6	San Jose	AR8101BLK-1U	1430441460	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-6	San Jose	AR8101BLK-1U	1425090120	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-6	San Jose	PowerEdge R720-3.5 Drive	1410920580	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-6	San Jose	PowerEdge R720-3.5 Drive	1410920580	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-6	San Jose	PowerEdge R720-3.5 Drive	1410920580	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-6	San Jose	AR8101BLK-1U	1425090120	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-6	San Jose	AR8101BLK-4U	1416948420	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-6	San Jose	AR8107BLK-8U	1410920580	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-6	San Jose	AR8107BLK-8U	1410920580	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-6	San Jose	AR8101BLK-8U	1406169780	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-7	San Jose	AR8101BLK-8U	1406169780	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-7	San Jose	PX-5522	1406169780	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-7	San Jose	PX-5522	1406169780	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-7	San Jose	WS-C2960G-48TC-L	1425071640	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-7	San Jose	AR8101BLK-3U	1430441460	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-7	San Jose	AR8101BLK-4U	1430441460	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-7	San Jose	AR8101BLK-1U	1430441460	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-7	San Jose	AR8101BLK-1U	1425071640	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-7	San Jose	PowerEdge R720xd-3.5 Drive	1406169840	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-7	San Jose	PowerEdge R720xd-3.5 Drive	1406169840	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-7	San Jose	PowerEdge R720xd-3.5 Drive	1406169840	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-7	San Jose	PowerEdge R720-3.5 Drive	1410920580	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-7	San Jose	PowerEdge R720-3.5 Drive	1410920580	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-7	San Jose	PowerEdge R720-3.5 Drive	1410920580	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-7	San Jose	PowerEdge R720-3.5 Drive	1410920580	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-7	San Jose	PowerEdge R720-3.5 Drive	1410920580	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-7	San Jose	PowerEdge R720-3.5 Drive	1410920580	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-7	San Jose	PowerEdge R720-3.5 Drive	1410920580	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-7	San Jose	AR8101BLK-1U	1406169780	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-7	San Jose	AR8101BLK-2U	1406169780	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-7	San Jose	AR8101BLK-4U	1406169780	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-7	San Jose	AR8101BLK-8U	1406169780	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-8	San Jose	AR8101BLK-8U	1406169840	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-8	San Jose	PX-5522	1406169840	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-8	San Jose	PX-5522	1406169840	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-8	San Jose	WS-C4948	1406169960	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-8	San Jose	AR8101BLK-3U	1430441460	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-8	San Jose	AR8101BLK-4U	1430441460	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-8	San Jose	PowerEdge R720xd-3.5 Drive	1406169960	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-8	San Jose	PowerEdge R720xd-3.5 Drive	1406169960	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-8	San Jose	PowerEdge R720xd-3.5 Drive	1406169960	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-8	San Jose	PowerEdge R720xd-3.5 Drive	1406169960	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-8	San Jose	PowerEdge R720xd-3.5 Drive	1406169900	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-8	San Jose	PowerEdge R720xd-3.5 Drive	1406169900	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-8	San Jose	PowerEdge R720xd-3.5 Drive	1406169900	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-8	San Jose	PowerEdge R720xd-3.5 Drive	1406169900	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-8	San Jose	PowerEdge R720xd-3.5 Drive	1406169900	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-8	San Jose	PowerEdge R720xd-3.5 Drive	1406169900	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-8	San Jose	AR8101BLK-1U	1406169840	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-8	San Jose	AR8101BLK-8U	1430441460	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-8	San Jose	AR8101BLK-8U	1430441460	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-9	San Jose	19 Inch 1U Shelf	1446771900	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-9	San Jose	PX-5522	1446769320	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-9	San Jose	PX-5522	1446769320	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-9	San Jose	AR8101BLK-4U	1446773280	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-9	San Jose	X40	1406165160	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-9	San Jose	F1D108-OSD	1406165160	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-9	San Jose	AR8101BLK-4U	1446773280	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-9	San Jose	AR8101BLK-4U	1446773280	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-9	San Jose	AR8101BLK-4U	1446773280	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-9	San Jose	AR8101BLK-4U	1446773280	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-9	San Jose	19 Inch 1U Shelf	1446771900	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-9 -> DRM-MAC-BUILD1 & DRM-MAC-BUILD2	San Jose	MacPro	1406170020	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-9 -> DRM-MAC-BUILD1 & DRM-MAC-BUILD2	San Jose	MacPro	1406170020	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-9 -> DRM-WIN-BUILD4 & DRM-MAC-BUILD3	San Jose	MacPro	1406170020	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW D -> D-9 -> DRM-WIN-BUILD4 & DRM-MAC-BUILD3	San Jose	E9280T	1406655960	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW E -> E-1	San Jose	AR8101BLK-8U	1446594840	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW E -> E-1	San Jose	PX-5522	1446594840	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW E -> E-1	San Jose	PX-5522	1446594840	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW E -> E-1	San Jose	AR8101BLK-1U	1446594840	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW E -> E-1	San Jose	AR8101BLK-4U	1446594840	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW E -> E-1	San Jose	AR8101BLK-1U	1453332300	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW E -> E-1	San Jose	N9K-C93120TX	1450228800	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW E -> E-1	San Jose	AR8101BLK-1U	1453332300	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW E -> E-1	San Jose	MMR-2G-5URS	1458845940	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> ATEDR -> ROW E -> E-1	San Jose	MMR-2G-5URS	1458845940	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
