Label,Location,Manufacturer,Model,Firmware,Health,Inlet 1 L1 Current (A),Inlet 1 L2 Current (A),Inlet 1 L3 Current (A),Inlet 2 L1 Current (A),Inlet 2 L2 Current (A),Inlet 2 L3 Current (A),Inlet 3 L1 Current (A),Inlet 3 L2 Current (A),Inlet 3 L3 Current (A),Inlet 4 L1 Current (A),Inlet 4 L2 Current (A),Inlet 4 L3 Current (A),Active Power (W),Apparent Power (VA),Inlet Temperature (F),Belongs to
ATSRD2PDUB,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,2.6,2.8,3.3,,,,,,,,,,803.0,1038.0,,D2
ATSRD0PDUA,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,0.5,0.7,0.3,,,,,,,,,,74.0,163.0,,D0
ATSRC7PDUA,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,1.6,1.6,0.0,,,,,,,,,,247.0,333.0,,C7
etsr1e4pdua,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,2.0,2.1,1.5,,,,,,,,,,600.0,661.0,73.9,E-4
ETSR1I2PDUA,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,2.7,3.6,1.3,,,,,,,,,,767.0,814.0,73.4,I-2
ATSRD5PDUA,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,2.2,13.8,12.6,,,,,,,,,,2913.0,3047.0,,D5
ETSR1L5PDUA,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,8.7,5.7,4.4,,,,,,,,,,1991.0,2035.0,69.3,L-5
ETSR1I1PDUB,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,4.4,3.9,1.9,,,,,,,,,,1039.0,1145.0,71.8,I-1
ATSRB8PDUA,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,2.3,2.6,2.2,,,,,,,,,,685.0,847.0,,B8
ATSRC5PDUB,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,0.4,0.4,0.0,,,,,,,,,,81.0,88.0,,C5
ATSRD5PDUB,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,2.6,13.4,11.9,,,,,,,,,,2902.0,3021.0,,D5
ATSRD8PDUB,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,1.6,1.8,1.5,,,,,,,,,,318.0,592.0,,D8
ATSRC5PDUA,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,0.3,0.3,0.0,,,,,,,,,,42.0,53.0,,C5
ETSR1K4PDUA,ETSR-1,Raritan,PX-5522,1.5.8-11272,Good,2.82,1.08,2.62,,,,,,,,,,606.0,724.0,76.1,K-4
ETSR1I1PDUA,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,5.7,0.4,5.7,,,,,,,,,,1136.0,1234.0,72.3,I-1
ETSR1J1PDUA,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,3.6,2.7,2.7,,,,,,,,,,952.0,1043.0,76.1,J-1
ETSR1L3PDUA,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,2.9,2.8,0.6,,,,,,,,,,602.0,666.0,74.1,L-3
ETSR1I4PDUA,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,7.9,6.4,10.2,,,,,,,,,,2695.0,2788.0,74.5,I-4
ETSR1L1PDUA,,Raritan,PX2-5339R,3.1.0.5-42165,Good,1.5,1.9,0.7,,,,,,,,,,415.0,440.0,,L-1
ETSR1I2PDUB,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,2.5,2.6,0.1,,,,,,,,,,473.0,530.0,72.0,I-2
ETSR1I4PDUB,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,1.2,1.2,0.1,,,,,,,,,,218.0,257.0,72.9,I-4
Tyo19B-pdu-1,,Raritan,PX3-5497JV,3.1.11.5-42329,Good,5.068,,,,,,,,,,,,909.0,1001.0,,ServerRack1
ETSR1J1PDUB,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,2.3,3.1,3.5,,,,,,,,,,930.0,1029.0,74.7,J-1
ATSRD6PDUB,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,2.7,2.7,2.1,,,,,,,,,,660.0,902.0,,D6
ATSRE1PDUA,,Raritan,PX2-5522-E2N1,2.4.3.5-40298,Good,0.8,0.9,0.2,,,,,,,,,,203.0,208.0,64.4,E1
ETSR1K4PDUB,ETSR-1,Raritan,PX-5522,1.5.8-11272,Good,0.95,2.9,2.49,,,,,,,,,,580.0,692.0,75.2,K-4
ETSR1K1PDUB,ETSR-1,Raritan,PX-5522,1.5.8-11272,Good,5.32,4.03,4.93,,,,,,,,,,1475.0,1612.0,76.1,K-1
seamsrpdu19-3-2,seattle MSR 19-3,Raritan,DPXS20-20L,1.4.1-10051,Critical,,,,,,,,,,,,,,,,19-3
ETSR1J2PDUB,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,0.2,0.2,0.0,,,,,,,,,,17.0,31.0,74.7,J-2
ATSRE1PDUB,,Raritan,PX2-5522-E2N1,2.4.3.5-40298,Good,1.1,1.3,0.3,,,,,,,,,,235.0,282.0,63.0,E1
ETSR1B1PDUB,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,4.9,5.6,5.6,,,,,,,,,,1781.0,1886.0,73.4,B-1
ATSRE6PDUB,,Raritan,PX2-5522-E2N1,2.4.3.5-40298,Good,4.9,5.7,5.4,,,,,,,,,,1823.0,1904.0,63.5,E6
ATSRC2PDUB,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,2.2,2.6,2.0,,,,,,,,,,603.0,813.0,,C2
ATSRB4PDUB,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,3.4,3.9,4.7,,,,,,,,,,1213.0,1426.0,,B4
ETSR2-Z2D05-PDUB,Unknown,Raritan,PX-5522,1.5.8-11272,Good,3.29,3.55,3.83,,,,,,,,,,865.0,1290.0,,Z2D05
ATSRE3PDUB,,Raritan,PX2-5522-E2N1,2.4.1.5-39763,Good,1.8,1.8,0.9,,,,,,,,,,369.0,511.0,,E3
ETSR1K5PDUB,ETSR-1,Raritan,PX-5522,1.5.8-11272,Good,0.48,0.57,0.16,,,,,,,,,,71.0,133.0,75.2,K-5
ETSR2-Z2A02-PDUA,Unknown,Raritan,PX-5522,1.5.8-11272,Good,12.27,12.27,16.22,,,,,,,,,,4683.0,4683.0,,Z2A02
ATSRB2PDUA,,Raritan,PX2-5522-E2N1,2.5.30.5-41228,Good,2.5,3.2,3.5,,,,,,,,,,926.0,1089.0,,B2
ETSR1J5PDUB,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,1.1,2.0,2.1,,,,,,,,,,468.0,610.0,73.8,J-5
ETSR1L4PDUA,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,2.5,2.3,1.5,,,,,,,,,,636.0,726.0,70.0,L-4
ETSR2-Z2A03-PDUA,Unknown,Raritan,PX-5522,1.5.8-11272,Good,9.29,13.24,12.91,,,,,,,,,,4099.0,4285.0,,Z2A03
etsr1f3pdua,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,1.2,1.4,0.3,,,,,,,,,,175.0,310.0,77.9,F-3
my_device,Unknown,Raritan,PX-5522,1.5.8-11272,Good,7.03,5.89,1.93,,,,,,,,,,1542.0,1612.0,69.8,""
ATSRA0PDUA,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,2.3,2.3,2.0,,,,,,,,,,627.0,791.0,72.0,A0
ETSR2-Z2A07-PDUA,Unknown,Raritan,PX-5522,1.5.8-11272,Good,3.64,3.64,0.0,,,,,,,,,,662.0,724.0,,Z2A07
ETSR2-Z2E12-PDUA,Unknown,Raritan,PX-5522,1.5.8-11272,Good,1.88,4.13,2.82,,,,,,,,,,945.0,988.0,,Z2E12
8th Floor IDC East Wing Rack 2,,Raritan,PX2-5844R,3.1.0.5-42165,Good,6.5,,,,,,,,,,,,1412.0,1489.0,73.0,8th floor IDC – East
ETSR1A1PDUA,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,8.3,5.9,10.3,,,,,,,,,,2711.0,2780.0,74.1,A-1
ETSR1L2PDUA,ETSR-1,Raritan,PX-5522,1.5.8-11272,Good,8.61,10.54,9.53,,,,,,,,,,3139.0,3282.0,71.6,L-2
ATSRB6PDUA,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,2.3,3.3,1.7,,,,,,,,,,677.0,824.0,,B6
ETSR2-Z2A07-PDUB,Unknown,Raritan,PX-5522,1.5.8-11272,Good,2.25,2.25,0.0,,,,,,,,,,355.0,464.0,,Z2A07
ATSRD9PDUA,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,1.3,0.5,1.0,,,,,,,,,,283.0,311.0,,D9
ETSR1L1PDUB,,Raritan,PX2-5339R,3.1.0.5-42165,Good,2.0,0.9,1.4,,,,,,,,,,442.0,466.0,,L-1
ATSRC7PDUB,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,0.9,0.9,0.0,,,,,,,,,,162.0,178.0,,C7
ETSR2-Z2A10-PDUB,Unknown,Raritan,PX-5522,1.3.5-7832,Good,7.78,7.58,5.32,,,,,,,,,,2300.0,2404.0,,Z2A10
ATSRC6PDUB,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,,C6
ATSRE2PDUA,,Raritan,PX2-5522-E2N1,2.4.3.5-40298,Good,2.6,4.0,2.0,,,,,,,,,,758.0,952.0,70.7,E2
ATSRD9PDUB,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,1.8,1.6,1.6,,,,,,,,,,563.0,597.0,,D9
ATSRD7PDUA,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,2.8,2.5,3.1,,,,,,,,,,868.0,1003.0,,D7
ETSR1A3PDUB,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,4.5,4.3,2.6,,,,,,,,,,1081.0,1306.0,72.5,A-3
ETSR1A3PDUA,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,7.1,7.6,7.4,,,,,,,,,,2449.0,2596.0,75.6,A-3
ETSR1A1PDUB,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,3.8,3.5,3.4,,,,,,,,,,1103.0,1255.0,73.6,A-1
ETSR1C3PDUB,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,1.1,1.0,1.1,,,,,,,,,,228.0,375.0,72.7,C-3
ETSR1L4PDUB,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,1.4,1.5,1.3,,,,,,,,,,398.0,496.0,69.3,L-4
ATSRB9PDUA,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,1.8,2.6,2.1,,,,,,,,,,609.0,767.0,,B9
ETSR1A2PDUA,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,9.1,11.4,9.3,,,,,,,,,,3355.0,3427.0,74.5,A-2
ATSRD3PDUB,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,3.6,4.0,0.8,,,,,,,,,,704.0,911.0,,D3
ETSR1L3PDUB,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,1.0,1.0,0.0,,,,,,,,,,123.0,207.0,69.4,L-3
atsra9pdua,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,3.4,3.4,2.4,,,,,,,,,,1038.0,1101.0,,A9
ETSR1C4PDUB,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,1.1,1.5,0.6,,,,,,,,,,252.0,354.0,73.0,C-4
ATSRE2PDUB,,Raritan,PX2-5522-E2N1,2.4.3.5-40298,Good,2.3,4.0,2.3,,,,,,,,,,803.0,960.0,63.7,E2
ETSR1C3PDUA,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,1.7,2.9,2.6,,,,,,,,,,771.0,823.0,74.1,C-3
etsr1f5pdub,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,1.5,2.2,1.2,,,,,,,,,,246.0,547.0,76.8,F-5
ETSR1A2PDUB,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,4.6,2.8,4.2,,,,,,,,,,1191.0,1346.0,73.0,A-2
ETSR1C2PDUB,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,3.0,3.6,3.0,,,,,,,,,,969.0,1116.0,73.2,C-2
ATSRD3PDUA,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,3.8,7.9,5.2,,,,,,,,,,1781.0,1873.0,,D3
ETSR1L5PDUB,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,6.1,11.2,7.1,,,,,,,,,,2587.0,2684.0,70.0,L-5
ATSRB9PDUB,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,1.8,2.4,1.9,,,,,,,,,,545.0,709.0,,B9
etsr1f1pdua,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,3.1,3.8,2.3,,,,,,,,,,1011.0,1061.0,76.1,F-1
8th Floor IDC West Wing Rack 3,,Raritan,PX2-5844R,3.1.0.5-42165,Good,5.7,,,,,,,,,,,,1265.0,1321.0,74.1,8th floor IDC – West
ATSRB5PDUA,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,2.6,3.7,2.6,,,,,,,,,,945.0,1036.0,,B5
ETSR2-Z2A10-PDUA,Unknown,Raritan,PX-5522,1.3.5-7832,Good,7.03,7.03,5.46,,,,,,,,,,2200.0,2300.0,,Z2A10
my_device,Unknown,Raritan,PX-5522,1.5.8-11272,Good,6.68,5.46,1.93,,,,,,,,,,1475.0,1612.0,,""
my_device,Unknown,Raritan,PX-5522,1.5.8-11272,Good,0.3,0.3,0.0,,,,,,,,,,28.0,62.0,,""
lehi-cdumsr1aa05a,,Raritan,PX2-5701,3.1.0.5-42165,Good,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,,AA05
etsr1e2pdua,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,1.9,1.4,1.6,,,,,,,,,,479.0,566.0,73.4,E-2
etsr1f1pdub,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,0.9,1.5,1.0,,,,,,,,,,178.0,382.0,74.8,F-1
DFWSAV-3105PDUA,DFW/SAVVIS,Raritan,PX-5522,1.5.8-11272,Good,9.77,7.21,8.39,,,,,,,,,,2872.0,3003.0,,3105
etsr2z1d02pdub,ETSR-2,Raritan,PX-5522,1.5.8-11272,Good,11.67,12.91,12.27,,,,,,,,,,4480.0,4480.0,,Z1D02
my_device,Unknown,Raritan,PX-5522,1.5.8-11272,Good,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,,""
etsr2z1d02pdua,ETSR-2,Raritan,PX-5522,1.5.8-11272,Good,13.93,14.29,13.58,,,,,,,,,,4683.0,4896.0,,Z1D02
dfwsav-3103pdua,DFW/SAVVIS,Raritan,PX-5902T,1.5.8-11272,Good,4.69,4.93,4.03,,,,,,,,,,1542.0,1612.0,,3103
my_device,Unknown,Raritan,PX-5522,1.5.8-11272,Good,0.38,0.38,0.0,,,,,,,,,,75.0,82.0,,""
dfwsav-3108pdub,DFW/SAVVIS,Raritan,PX-5902T,1.5.8-11272,Good,2.49,2.9,4.03,,,,,,,,,,988.0,1080.0,,3108
ATSRE4PDUA,,Raritan,PX2-5522-E2N1,2.4.3.5-40298,Good,10.1,13.0,7.0,,,,,,,,,,3087.0,3457.0,72.0,E4
etsr1e3pdub,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,2.5,1.9,2.1,,,,,,,,,,715.0,768.0,72.0,E-3
ATSRB7PDUB,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,2.0,2.5,1.9,,,,,,,,,,607.0,762.0,,B7
ETSR1J3PDUB,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,3.1,1.1,3.3,,,,,,,,,,609.0,832.0,72.3,J-3
atsra7pdua,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,5.9,9.3,6.4,,,,,,,,,,2416.0,2490.0,,A7
etsr1e3pdua,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,2.4,1.8,2.1,,,,,,,,,,698.0,739.0,73.0,E-3
ETSR1B4PDUB,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,4.2,3.1,2.3,,,,,,,,,,826.0,1083.0,71.8,B-4
NOI25A-6F-IDC1-L7-Rack2,,Raritan,PX2-5844R,3.1.0.5-42165,Good,4.8,,,,,,,,,,,,1010.0,1102.0,,""
lehi-cdumsr1aa02b,,Raritan,PX2-5701,3.1.0.5-42165,Good,2.1,2.1,0.0,,,,,,,,,,388.0,447.0,,AA02
ETSR1B2PDUA,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,8.3,9.6,9.8,,,,,,,,,,3142.0,3225.0,76.5,B-2
seamsrpdu23-3-2,seattle msr cab 23-3,Raritan,DPXR20-20L,1.4.1-10051,Good,0.0,,,,,,,,,,,,0.0,0.0,,23-3
dfwsav-3110pdua,DFW/SAVVIS,Raritan,PX-5522,1.5.8-11272,Good,3.37,4.81,6.19,,,,,,,,,,1410.0,1612.0,,3110
my_device,Unknown,Raritan,PX-5522,1.5.8-11272,Good,0.24,0.24,0.0,,,,,,,,,,42.0,50.0,,""
lehi-cdumsr1aa02a,,Raritan,PX2-5701,3.1.0.5-42165,Good,2.8,2.8,0.0,,,,,,,,,,522.0,571.0,,AA02
ETSR2-Z1B01-PDUA,Unknown,Raritan,PX-5522,1.5.8-11272,Good,5.74,5.46,6.04,,,,,,,,,,1925.0,2013.0,,Z1B01
ottmdc-network-pdu1,Unknown,Raritan,DPXR20A-20L6,1.5.5-10603,Good,2.37,,,,,,,,,,,,371.0,485.0,71.6,Rack 2
lehi-cdumsr1aa01a,,Raritan,PX2-5701,3.1.0.5-42165,Good,2.3,2.3,0.0,,,,,,,,,,426.0,480.0,64.2,AA01
ETSR1B5PDUA,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,8.9,9.2,6.5,,,,,,,,,,2752.0,2842.0,74.7,B-5
du1ats-e7,,Raritan,PX3TS-1875CR,3.1.0.5-42165,Good,1.542,0.062,,,,,,,,,,,316.0,367.0,,E-07
ATSRC9PDUB,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,3.2,3.0,3.1,,,,,,,,,,915.0,1106.0,,C9
my_device,Unknown,Raritan,PX-5522,1.5.8-11272,Good,0.52,0.52,0.0,,,,,,,,,,98.0,112.0,,""
lehi-cdumsr1aa03a,,Raritan,PX2-5701,3.1.0.5-42165,Good,1.3,1.5,0.3,,,,,,,,,,282.0,347.0,,AA03
DFWSAV-3105PDUB,DFW/SAVVIS,Raritan,PX-5522,1.5.8-11272,Good,5.6,6.35,3.37,,,,,,,,,,1542.0,1761.0,,3105
ETSR1B5PDUB,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,4.0,3.4,2.7,,,,,,,,,,980.0,1177.0,72.3,B-5
ETSR1B3PDUA,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,14.4,11.8,17.1,,,,,,,,,,4924.0,4983.0,74.1,B-3
du1ats-e8,,Raritan,PX3TS-1875CR,3.1.0.5-42165,Good,1.804,0.066,,,,,,,,,,,392.0,422.0,,E-08
ETSR1G4PDUB,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,3.3,1.8,2.8,,,,,,,,,,556.0,896.0,77.5,G-4
ATSRE5PDUA,,Raritan,PX2-5522-E2N1,2.4.3.5-40298,Good,2.4,3.0,1.0,,,,,,,,,,637.0,706.0,64.0,E5
ATSRE4PDUB,,Raritan,PX2-5522-E2N1,2.4.1.5-39763,Good,8.9,11.5,6.5,,,,,,,,,,2841.0,3100.0,64.6,E4
atsra7pdub,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,5.4,6.0,3.1,,,,,,,,,,1609.0,1704.0,,A7
ETSR1B4PDUA,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,9.7,12.7,12.1,,,,,,,,,,3867.0,3999.0,72.7,B-4
sg1pdu-1024-1,sg1pdu-1024-1,Raritan,PX-5469,1.5.8-11272,Good,7.03,,,,,,,,,,,,1475.0,1685.0,,1024
ETSR1H3PDUA,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,8.4,14.2,8.0,,,,,,,,,,3241.0,3284.0,72.1,H-3
ETSR2-Z2D03-PDUB,etsr2 cab z2d03,Raritan,PX-5522,1.5.8-11272,Good,2.25,2.55,0.88,,,,,,,,,,606.0,634.0,,Z2D03
ottmdc-network-pdu2,Unknown,Raritan,DPXR20A-20L6,1.5.5-10603,Good,2.62,,,,,,,,,,,,425.0,530.0,,Rack 2
ETSR1G3PDUB,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,3.2,1.8,2.7,,,,,,,,,,552.0,871.0,76.3,G-3
ETSR1G1PDUB,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,6.6,6.5,3.9,,,,,,,,,,1851.0,1937.0,74.8,G-1
ETSR1G2PDUA,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,9.8,11.9,8.9,,,,,,,,,,3460.0,3515.0,78.4,G-2
WTSRNR2PDUB,,Raritan,PX2-5339R,3.1.0.5-42165,Good,1.1,4.2,3.5,,,,,,,,,,895.0,956.0,,Network Cabinet #2
NOI25A-6F-IDC1-L7-Rack1,,Raritan,PX2-5844R,3.1.0.5-42165,Good,5.0,,,,,,,,,,,,1054.0,1136.0,,""
ETSR1H4PDUA,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,10.1,7.2,6.0,,,,,,,,,,2547.0,2616.0,70.9,H-4
WTSRNR1PDUA,WTSR,Raritan,PX-5273,1.5.8-11272,Good,1.26,4.34,3.55,,,,,,,,,,945.0,988.0,,Network Cabinet #1
ATSRE6PDUA,,Raritan,PX2-5522-E2N1,2.4.3.5-40298,Good,5.4,5.6,5.4,,,,,,,,,,1848.0,1956.0,64.8,E6
my_device,Unknown,Raritan,PX-5522,1.5.8-11272,Good,0.54,0.54,0.0,,,,,,,,,,102.0,112.0,,""
lehi-cdumsr1aa01b,,Raritan,PX2-5701,3.1.0.5-42165,Good,1.8,1.8,0.0,,,,,,,,,,321.0,370.0,,AA01
ETSR1G3PDUA,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,14.2,19.8,11.3,,,,,,,,,,4980.0,5044.0,77.7,G-3
WTSRNR1PDUB,WTSR,Raritan,PX-5273,1.5.8-11272,Good,1.16,4.13,3.46,,,,,,,,,,904.0,945.0,,Network Cabinet #1
ATSRB3PDUA,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,4.8,4.9,4.8,,,,,,,,,,1500.0,1746.0,,B3
ETSR1H3PDUB,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,1.3,2.4,1.5,,,,,,,,,,368.0,565.0,70.3,H-3
ETSR1H5PDUB,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,2.7,3.1,3.1,,,,,,,,,,782.0,1052.0,72.5,H-5
ETSR1G2PDUB,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,2.2,2.8,2.8,,,,,,,,,,675.0,918.0,75.4,G-2
WTSRNR2PDUA,,Raritan,PX2-5339R,3.1.0.5-42165,Good,1.3,4.2,3.4,,,,,,,,,,904.0,973.0,,Network Cabinet #2
ATSRE5PDUB,,Raritan,PX2-5522-E2N1,2.4.1.5-39763,Good,2.4,3.0,1.0,,,,,,,,,,621.0,691.0,61.3,E5
NOI25A-6F-IDC1-L5-Rack1,,Raritan,PX2-5844R,3.1.0.5-42165,Good,5.9,,,,,,,,,,,,1280.0,1343.0,,""
ETSR1G5PDUB,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,8.9,8.9,8.1,,,,,,,,,,2929.0,3010.0,78.3,G-5
lehi-cdumsr1aa04a,,Raritan,PX2-5701,3.1.0.5-42165,Good,0.5,0.5,0.0,,,,,,,,,,55.0,93.0,,AA04
ETSR2-Z2B05-PDUB,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,3.5,4.2,5.1,,,,,,,,,,1342.0,1488.0,,Z2B05
ottmdc-network-pdu4,Unknown,Raritan,DPXR20A-20L6,1.5.5-10603,Good,1.19,,,,,,,,,,,,159.0,249.0,,Rack 5
ATSRD6PDUA,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,3.6,3.6,2.9,,,,,,,,,,1093.0,1211.0,,D6
ottmdc-network-pdu3,Unknown,Raritan,DPXR20A-20L6,1.5.5-10603,Good,2.19,,,,,,,,,,,,284.0,464.0,,Rack 3
ETSR1H2PDUA,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,4.2,4.5,0.5,,,,,,,,,,860.0,951.0,72.3,H-2
WTSRB118PDUA,WTSR,Raritan,PX-5522,1.5.8-11272,Good,7.78,6.68,10.02,,,,,,,,,,2747.0,2872.0,,B-1-18
my_device,AT13-ESR,Raritan,DPXS20-20L,1.5.8-11272,Good,0.27,,,,,,,,,,,,13.0,32.0,,Bakers Rack1
ETSR2-Z2B05-PDUA,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,3.0,4.3,4.7,,,,,,,,,,1246.0,1415.0,,Z2B05
ETSR1G4PDUA,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,15.8,18.2,10.4,,,,,,,,,,4969.0,5029.0,79.0,G-4
ATSRE7PDUA,,Raritan,PX2-5522-E2N1,2.4.3.5-40298,Good,4.6,2.7,4.1,,,,,,,,,,1183.0,1344.0,61.2,E7
WTSRB117PDUA,WTSR,Raritan,PX-5522,1.5.8-11272,Good,5.06,6.35,7.98,,,,,,,,,,2200.0,2300.0,,B-1-17
ETSR1G5PDUA,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,9.8,9.8,9.0,,,,,,,,,,3275.0,3329.0,79.0,G-5
noida132-6fitlab-r4-leftpdu,,Raritan,PX2-2493,3.1.0.5-42165,Good,5.8,,,,,,,,,,,,1083.0,1341.0,,Rack 4
ATSRB1PDUB,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,0.2,0.2,0.0,,,,,,,,,,19.0,36.0,,B1
ETSR1H1PDUB,,Raritan,PX2-5339R,3.1.0.5-42165,Good,0.5,0.0,0.5,,,,,,,,,,94.0,101.0,,H-1
ATSRC2PDUA,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,2.3,2.4,2.0,,,,,,,,,,533.0,815.0,,C2
ATSRB5PDUB,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,1.3,1.5,1.3,,,,,,,,,,326.0,493.0,,B5
ATSRD1PDUB,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,1.0,2.3,1.6,,,,,,,,,,406.0,549.0,,D1
ETSR1G1PDUA,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,9.7,13.7,9.3,,,,,,,,,,3653.0,3693.0,76.1,G-1
seamsrpdu21-3-2,seattle msr cab 23,Raritan,DPXR20-20L,1.4.1-10051,Good,2.14,,,,,,,,,,,,238.0,260.0,,21-3
atsra3pdub,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,2.6,2.2,0.7,,,,,,,,,,540.0,611.0,,A3
min-idc307-pdu02,,Raritan,PX2-2288R-N1,3.1.0.5-42165,Good,3.2,,,,,,,,,,,,627.0,677.0,,Rack #1
ottmdc-network-pdu5,Unknown,Raritan,DPXR20A-20L6,1.5.5-10603,Good,1.84,,,,,,,,,,,,297.0,388.0,,Rack 9
pdu01-ntn-idc354,,Raritan,PX2-2497,2.5.30.5-41228,Good,6.5,,,,,,,,,,,,1266.0,1326.0,80.4,Rack #1
