Label,Location,Manufacturer,Model,Firmware,Health,Inlet 1 L1 Current (A),Inlet 1 L2 Current (A),Inlet 1 L3 Current (A),Inlet 2 L1 Current (A),Inlet 2 L2 Current (A),Inlet 2 L3 Current (A),Inlet 3 L1 Current (A),Inlet 3 L2 Current (A),Inlet 3 L3 Current (A),Inlet 4 L1 Current (A),Inlet 4 L2 Current (A),Inlet 4 L3 Current (A),Active Power (W),Apparent Power (VA),Inlet Temperature (F),Belongs to
rpc365,BE1005,ServerTech,CW-48V52458A1/RB,Sentry Switched CDU Version 7.0v,Good,7.43,8.95,6.53,,,,,,,,,,5259.0,5349.0,,BE1005
rpc365,BE1005,ServerTech,CX-48V52458A1/BB,Sentry Switched CDU Version 7.0v,Good,4.07,3.69,3.07,,,,,,,,,,2348.0,2532.0,,BE1005
rpc368,BE1008,ServerTech,CX-48V52458A1/BB,Sentry Switched CDU Version 7.0v,Good,0.91,0.0,0.0,,,,,,,,,,189.0,212.0,,BE1008
rpc415,BF2007,ServerTech,CX-48V52458A1/BB,Sentry Switched CDU Version 7.0v,Good,11.55,1.17,11.22,,,,,,,,,,5160.0,5534.0,,BF2007
rpc420,BF2012,ServerTech,CW-48V52458A1/RB,Sentry Switched CDU Version 7.0v,Good,1.95,1.18,1.19,,,,,,,,,,875.0,1007.0,,BF2012
rpc378,be2006,ServerTech,CX-48V52458A1/BB,Sentry Switched CDU Version 7.0v,Good,2.26,2.8,2.71,,,,,,,,,,1571.0,1815.0,,BE2006
rpc369,BE1009,ServerTech,CW-48V52458A1/RB,Sentry Switched CDU Version 7.0v,Good,1.58,2.07,7.0,,,,,,,,,,2319.0,2486.0,,BE1009
rpc-as6-3,as-06r3,ServerTech,CW-24V2C458C1/RB,Sentry Switched CDU Version 7.0v,Good,7.84,,,,,,,,,,,,1538.0,1617.0,,R3
rpc377,BE2005,ServerTech,CW-48V52458A1/RB,Sentry Switched CDU Version 7.0v,Good,0.92,0.0,0.0,,,,,,,,,,186.0,213.0,,BE2005
rpc377,BE2005,ServerTech,CX-48V52458A1/BB,Sentry Switched CDU Version 7.0v,Good,0.93,0.0,0.0,,,,,,,,,,191.0,216.0,,BE2005
rpc373,BE2001,ServerTech,CW-48V52458A1/RB,Sentry Switched CDU Version 7.0v,Good,1.53,3.27,2.76,,,,,,,,,,1573.0,1761.0,,BE2001
rpc-as6-4,as-06r4,ServerTech,CW-24V2C458C1/RB,Sentry Switched CDU Version 7.0v,Good,4.41,,,,,,,,,,,,872.0,908.0,,R4
rpc-ap6-5,AP6-5,ServerTech,CX-24V2C458C1/BB,Sentry Switched CDU Version 7.0v,Good,9.51,,,,,,,,,,,,1894.0,1962.0,,R5
rpc384,be2012,ServerTech,CX-48V52458A1/BB,Sentry Switched CDU Version 7.0v,Good,1.61,3.35,2.83,,,,,,,,,,1598.0,1795.0,,BE2012
rpc387,BE3003,ServerTech,CX-48V52458A1/BB,Sentry Switched CDU Version 7.0v,Good,3.5,0.0,0.0,,,,,,,,,,758.0,816.0,,BE3003
rpc419,BF2011,ServerTech,CW-48V52458A1/RB,Sentry Switched CDU Version 7.0v,Good,1.24,1.08,1.16,,,,,,,,,,676.0,814.0,,BF2011
rpc387,BE3003,ServerTech,CW-48V52458A1/RB,Sentry Switched CDU Version 7.0v,Good,6.24,0.0,0.0,,,,,,,,,,1414.0,1454.0,,BE3003
rpc413,BF2005,ServerTech,CW-48V52458A1/RB,Sentry Switched CDU Version 7.0v,Good,4.14,10.28,2.93,,,,,,,,,,3831.0,4047.0,,BF2005
rpc419,BF2011,ServerTech,CX-48V52458A1/BB,Sentry Switched CDU Version 7.0v,Good,1.25,1.18,1.03,,,,,,,,,,653.0,796.0,,BF2011
rpc389,BE3005,ServerTech,CW-48V52458A1/RB,Sentry Switched CDU Version 7.0v,Good,4.85,0.0,0.0,,,,,,,,,,1092.0,1130.0,,BE3005
rpc412,BF2004,ServerTech,CX-48V52458A1/BB,Sentry Switched CDU Version 7.0v,Good,5.95,11.02,5.71,,,,,,,,,,5141.0,5288.0,,BF2004
rpc437,BF2012,ServerTech,CW-48V52458A1/RB,Sentry Switched CDU Version 7.0v,Good,5.12,5.15,0.61,,,,,,,,,,2374.0,2543.0,,BF2012
rpc437,BF2012,ServerTech,CX-48V52458A1/BB,Sentry Switched CDU Version 7.0v,Good,3.22,5.22,2.74,,,,,,,,,,2484.0,2572.0,,BF2012
rpc413,BF2005,ServerTech,CX-48V52458A1/BB,Sentry Switched CDU Version 7.0v,Good,6.7,5.71,4.86,,,,,,,,,,3836.0,4015.0,,BF2005
rpc361,BE1001,ServerTech,CX-48V52458A1/BB,Sentry Switched CDU Version 7.0v,Good,1.48,0.82,0.99,,,,,,,,,,391.0,769.0,,BE1001
rpc-mdf2-2,MDF2-2,ServerTech,CW-24V2C458C1/RB,Sentry Switched CDU Version 7.0v,Good,3.76,,,,,,,,,,,,731.0,775.0,,MDF2-R2
rpc416,BF2008,ServerTech,CW-48V52458A1/RB,Sentry Switched CDU Version 7.0v,Good,0.78,1.09,1.05,,,,,,,,,,527.0,683.0,,BF2008
rpc433,BF2008,ServerTech,CW-48V52458A1/RB,Sentry Switched CDU Version 7.0v,Good,2.89,0.63,3.16,,,,,,,,,,1364.0,1544.0,,BF2008
rpc397,BF1001,ServerTech,CX-48V52458A1/BB,Sentry Switched CDU Version 7.0v,Good,2.34,1.9,1.74,,,,,,,,,,1280.0,1397.0,,BF1001
rpc414,BF2006,ServerTech,CX-48V52458A1/BB,Sentry Switched CDU Version 7.0v,Good,4.18,10.45,3.14,,,,,,,,,,3935.0,4165.0,,BF2006
rpc-ap6-4,ap-06-r4,ServerTech,CW-24V2C458C1/RB,Sentry Switched CDU Version 7.0v,Good,4.13,,,,,,,,,,,,821.0,853.0,,R4
rpc401,BF1005,ServerTech,CW-48V52458A1/RB,Sentry Switched CDU Version 7.0v,Good,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,,BF1005
rpc386,BE3002,ServerTech,CW-48V52458A1/RB,Sentry Switched CDU Version 7.0v,Good,3.68,2.9,2.83,,,,,,,,,,2147.0,2194.0,,BE3002
rpc392,BE3008,ServerTech,CX-48V52458A1/BB,Sentry Switched CDU Version 7.0v,Good,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,,BE3008
rpc409,bf2001,ServerTech,CW-48V52458A1/RB,Sentry Switched CDU Version 7.0v,Good,3.55,3.6,3.59,,,,,,,,,,2406.0,2511.0,,BF2001
rpc394,BE3010,ServerTech,CW-48V52458A1/RB,Sentry Switched CDU Version 7.0v,Good,0.9,0.0,0.0,,,,,,,,,,184.0,210.0,,BE3010
rpc388,BE3004,ServerTech,CW-48V52458A1/RB,Sentry Switched CDU Version 7.0v,Good,5.51,0.0,0.0,,,,,,,,,,1245.0,1284.0,,BE3004
rpc-ap6-5,AP6-5,ServerTech,CW-24V2C458C1/RB,Sentry Switched CDU Version 7.0v,Good,7.01,,,,,,,,,,,,1370.0,1449.0,,R5
rpc386,BE3002,ServerTech,CX-48V52458A1/BB,Sentry Switched CDU Version 7.0v,Good,3.71,2.86,2.96,,,,,,,,,,2179.0,2227.0,,BE3002
rpc-as6-3,as-06r3,ServerTech,CX-24V2C458C1/BB,Sentry Switched CDU Version 7.0v,Good,10.0,,,,,,,,,,,,1997.0,2070.0,,R3
rpc-ap6-3,ap-06-r3,ServerTech,CX-24V2C458C1/BB,Sentry Switched CDU Version 7.0v,Good,8.03,,,,,,,,,,,,1595.0,1663.0,,R3
rpc367,BE1007,ServerTech,CX-48V52458A1/BB,Sentry Switched CDU Version 7.0v,Good,1.21,0.0,0.0,,,,,,,,,,266.0,282.0,,BE1007
rpc398,BF1002,ServerTech,CX-48V52458A1/BB,Sentry Switched CDU Version 7.0v,Good,0.92,0.0,0.0,,,,,,,,,,191.0,215.0,,BF1002
rpc370,BE1010,ServerTech,CW-48V52458A1/RB,Sentry Switched CDU Version 7.0v,Good,0.94,1.89,8.71,,,,,,,,,,2595.0,2720.0,,BE1010
rpc371,BE1011,ServerTech,CX-48V52458A1/BB,Sentry Switched CDU Version 7.0v,Good,0.9,0.0,0.0,,,,,,,,,,187.0,210.0,,BE1011
rpc400,BF1004,ServerTech,CX-48V52458A1/BB,Sentry Switched CDU Version 7.0v,Good,1.54,0.0,0.0,,,,,,,,,,314.0,359.0,,BF1004
rpc370,BE1010,ServerTech,CX-48V52458A1/BB,Sentry Switched CDU Version 7.0v,Good,0.89,1.77,8.8,,,,,,,,,,2557.0,2692.0,,BE1010
rpc433,BF2008,ServerTech,CX-48V52458A1/BB,Sentry Switched CDU Version 7.0v,Good,3.09,0.63,3.02,,,,,,,,,,1386.0,1566.0,,BF2008
rpc416,BF2008,ServerTech,CX-48V52458A1/BB,Sentry Switched CDU Version 7.0v,Good,0.85,0.91,0.93,,,,,,,,,,466.0,626.0,,BF2008
rpc434,BF2009,ServerTech,CX-48V52458A1/BB,Sentry Switched CDU Version 7.0v,Good,2.85,2.87,5.06,,,,,,,,,,2430.0,2511.0,,BF2009
hilidcpdurack1,hillsboro idc rack 1,ServerTech,CW-24V2C458C1,Sentry Switched CDU Version 7.0k,Good,4.84,,,,,,,,,,,,949.0,999.0,73.6,IDC R2
rpc390,BE3006,ServerTech,CW-48V52458A1/RB,Sentry Switched CDU Version 7.0v,Good,3.93,0.0,0.0,,,,,,,,,,902.0,917.0,,BE3006
rpc417,BF2009,ServerTech,CW-48V52458A1/RB,Sentry Switched CDU Version 7.0v,Good,0.81,0.67,1.51,,,,,,,,,,543.0,697.0,,BF2009
rpc408,BF1012,ServerTech,CW-48V52458A1/RB,Sentry Switched CDU Version 7.0v,Good,0.4,0.0,2.05,,,,,,,,,,511.0,576.0,,BF1012
rpc434,BF2009,ServerTech,CW-48V52458A1/RB,Sentry Switched CDU Version 7.0v,Good,2.74,5.39,2.73,,,,,,,,,,2456.0,2535.0,,BF2009
rpc403,BF1007,ServerTech,CW-48V52458A1/RB,Sentry Switched CDU Version 7.0v,Good,4.93,0.0,0.0,,,,,,,,,,1122.0,1150.0,,BF1007
rpc425,BF3005,ServerTech,CW-48V52458A1/RB,Sentry Switched CDU Version 7.0v,Good,8.71,10.05,4.08,,,,,,,,,,5155.0,5266.0,,BF3005
rpc406,BF1010,ServerTech,CX-48V52458A1/BB,Sentry Switched CDU Version 7.0v,Good,3.25,0.0,0.0,,,,,,,,,,735.0,759.0,,BF1010
rpc393,BE3009,ServerTech,CX-48V52458A1/BB,Sentry Switched CDU Version 7.0v,Good,1.93,0.0,1.95,,,,,,,,,,825.0,900.0,,BE3009
rpc396,BE3012,ServerTech,CX-48V52458A1/BB,Sentry Switched CDU Version 7.0v,Good,2.41,1.65,1.76,,,,,,,,,,1247.0,1360.0,,BE3012
rpc388,BE3004,ServerTech,CX-48V52458A1/BB,Sentry Switched CDU Version 7.0v,Good,3.24,0.0,0.0,,,,,,,,,,706.0,755.0,,BE3004
rpc392,BE3008,ServerTech,CW-48V52458A1/RB,Sentry Switched CDU Version 7.0v,Good,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,,BE3008
rpc-as6-4,as-06r4,ServerTech,CX-24V2C458C1/BB,Sentry Switched CDU Version 7.0v,Good,4.2,,,,,,,,,,,,831.0,866.0,,R4
rpc-ap6-3,ap-06-r3,ServerTech,CW-24V2C458C1/RB,Sentry Switched CDU Version 7.0v,Good,9.7,,,,,,,,,,,,1923.0,2001.0,,R3
rpc410,BF2002,ServerTech,CW-48V52458A1/RB,Sentry Switched CDU Version 7.0v,Good,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,,BF2002
rpc368,BE1008,ServerTech,CW-48V52458A1/RB,Sentry Switched CDU Version 7.0v,Good,0.87,0.0,0.0,,,,,,,,,,180.0,203.0,,BE1008
rpc-as6-2,as-06r2,ServerTech,CX-24V2C458C1/BB,Sentry Switched CDU Version 7.0v,Good,6.34,,,,,,,,,,,,1238.0,1308.0,,R2
rpc-as6-5,AS6-5,ServerTech,CX-24V2C458C1/BB,Sentry Switched CDU Version 7.0v,Good,7.27,,,,,,,,,,,,1423.0,1501.0,,R5
rpc417,BF2009,ServerTech,CX-48V52458A1/BB,Sentry Switched CDU Version 7.0v,Good,0.79,1.59,0.65,,,,,,,,,,546.0,703.0,,BF2009
rpc414,BF2006,ServerTech,CW-48V52458A1/RB,Sentry Switched CDU Version 7.0v,Good,4.03,10.55,3.15,,,,,,,,,,3913.0,4140.0,,BF2006
rpc-mdf1-2,MDF1-R2,ServerTech,CX-24V2C458C1/BB,Sentry Switched CDU Version 7.0v,Good,3.77,,,,,,,,,,,,731.0,777.0,,MDF1-R2
rpc-mdf2-2,MDF2-2,ServerTech,CX-24V2C458C1/BB,Sentry Switched CDU Version 7.0v,Good,3.72,,,,,,,,,,,,723.0,768.0,,MDF2-R2
rpc-as6-5,AS6-5,ServerTech,CW-24V2C458C1/RB,Sentry Switched CDU Version 7.0v,Good,9.01,,,,,,,,,,,,1791.0,1860.0,,R5
rpc425,BF3005,ServerTech,CX-48V52458A1/BB,Sentry Switched CDU Version 7.0v,Good,3.89,3.75,4.2,,,,,,,,,,2602.0,2775.0,,BF3005
rpc415,BF2007,ServerTech,CW-48V52458A1/RB,Sentry Switched CDU Version 7.0v,Good,6.1,11.42,5.63,,,,,,,,,,5186.0,5378.0,,BF2007
rpc411,BF2003,ServerTech,CW-48V52458A1/RB,Sentry Switched CDU Version 7.0v,Good,3.19,10.12,2.98,,,,,,,,,,3594.0,3794.0,,BF2003
rpc-mdf1-8,MDF1-R8,ServerTech,CX-24V2C458C1/BB,Sentry Switched CDU Version 7.0v,Good,5.56,,,,,,,,,,,,1031.0,1146.0,,MDF1-R8
rpc436,BF2011,ServerTech,ServerTech-Default,Sentry Switched CDU Version 7.0v,Critical,,,,,,,,,,,,,,,,BF2011
rpc420,BF2012,ServerTech,CX-48V52458A1/BB,Sentry Switched CDU Version 7.0v,Good,1.35,1.03,0.98,,,,,,,,,,650.0,776.0,,BF2012
rpc430,BF3010,ServerTech,CX-48V52458A1/BB,Sentry Switched CDU Version 7.0v,Good,1.3,0.0,3.1,,,,,,,,,,963.0,1034.0,,BF3010
rpc379,BE2007,ServerTech,CX-48V52458A1/BB,Sentry Switched CDU Version 7.0v,Good,3.1,3.18,4.45,,,,,,,,,,2248.0,2502.0,,BE2007
rpc362,BE1002,ServerTech,CW-48V52458A1/RB,Sentry Switched CDU Version 7.0v,Good,4.15,7.79,7.56,,,,,,,,,,4433.0,4558.0,,BE1002
rpc383,BE2011,ServerTech,CX-48V52458A1/BB,Sentry Switched CDU Version 7.0v,Good,1.48,2.08,7.08,,,,,,,,,,2267.0,2483.0,,BE2011
rpc372,BE1012,ServerTech,CX-48V52458A1/BB,Sentry Switched CDU Version 7.0v,Good,0.89,0.0,0.0,,,,,,,,,,185.0,208.0,,BE1012
rpc421,BF3001,ServerTech,CW-48V52458A1/RB,Sentry Switched CDU Version 7.0v,Good,8.85,8.5,8.66,,,,,,,,,,6022.0,6075.0,,BF3001
rpc372,BE1012,ServerTech,CW-48V52458A1/RB,Sentry Switched CDU Version 7.0v,Good,0.9,0.0,0.0,,,,,,,,,,185.0,209.0,,BE1012
rpc-mdf1-2,MDF1-R2,ServerTech,CW-24V2C458C1/RB,Sentry Switched CDU Version 7.0v,Good,3.69,,,,,,,,,,,,716.0,760.0,,MDF1-R2
rpc385,BE3001,ServerTech,CX-48V52458A1/BB,Sentry Switched CDU Version 7.0v,Good,1.24,0.0,3.37,,,,,,,,,,997.0,1082.0,,BE3001
rpc403,BF1007,ServerTech,CX-48V52458A1/BB,Sentry Switched CDU Version 7.0v,Good,3.36,0.0,0.0,,,,,,,,,,739.0,783.0,,BF1007
rpc371,BE1011,ServerTech,CW-48V52458A1/RB,Sentry Switched CDU Version 7.0v,Good,0.89,0.0,0.0,,,,,,,,,,185.0,208.0,,BE1011
rpc397,BF1001,ServerTech,CW-48V52458A1/RB,Sentry Switched CDU Version 7.0v,Good,2.5,1.93,6.41,,,,,,,,,,2474.0,2552.0,,BF1001
rpc383,BE2011,ServerTech,CW-48V52458A1/RB,Sentry Switched CDU Version 7.0v,Good,1.26,2.05,6.71,,,,,,,,,,2139.0,2346.0,,BE2011
rpc418,BF2010,ServerTech,CW-48V52458A1/RB,Sentry Switched CDU Version 7.0v,Good,0.86,1.13,1.14,,,,,,,,,,590.0,729.0,,BF2010
rpc362,BE1002,ServerTech,CX-48V52458A1/BB,Sentry Switched CDU Version 7.0v,Good,1.16,1.23,2.46,,,,,,,,,,778.0,1131.0,,BE1002
rpc363,BE1003,ServerTech,CW-48V52458A1/RB,Sentry Switched CDU Version 7.0v,Good,2.83,7.69,6.57,,,,,,,,,,3922.0,3989.0,,BE1003
rpc379,BE2007,ServerTech,CW-48V52458A1/RB,Sentry Switched CDU Version 7.0v,Good,3.09,3.22,4.86,,,,,,,,,,2366.0,2609.0,,BE2007
rpc401,BF1005,ServerTech,CX-48V52458A1/BB,Sentry Switched CDU Version 7.0v,Good,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,,BF1005
rpc399,BF1003,ServerTech,CW-48V52458A1/RB,Sentry Switched CDU Version 7.0v,Good,0.94,0.0,0.0,,,,,,,,,,197.0,219.0,,BF1003
rpc408,BF1012,ServerTech,CX-48V52458A1/BB,Sentry Switched CDU Version 7.0v,Good,0.38,0.0,2.05,,,,,,,,,,504.0,566.0,,BF1012
rpc399,BF1003,ServerTech,CX-48V52458A1/0,Sentry Switched CDU Version 7.0v,Good,0.84,0.0,0.0,,,,,,,,,,169.0,194.0,,BF1003
rpc-as6-2,as-06r2,ServerTech,CW-24V2C458C1/RB,Sentry Switched CDU Version 7.0v,Good,6.78,,,,,,,,,,,,1344.0,1405.0,,R2
rpc410,BF2002,ServerTech,CX-48V52458A1/BB,Sentry Switched CDU Version 7.0v,Good,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,,BF2002
rpc-mdf2-8,MDF2-R8,ServerTech,CW-24V2C458C1/RB,Sentry Switched CDU Version 7.0v,Good,4.76,,,,,,,,,,,,866.0,983.0,,MDF2-R8
rpc393,BE3009,ServerTech,CW-48V52458A1/RB,Sentry Switched CDU Version 7.0v,Good,1.83,0.0,2.0,,,,,,,,,,821.0,894.0,,BE3009
rpc394,BE3010,ServerTech,CX-48V52458A1/BB,Sentry Switched CDU Version 7.0v,Good,0.94,0.0,0.0,,,,,,,,,,194.0,219.0,,BE3010
rpc409,bf2001,ServerTech,CX-48V52458A1/BB,Sentry Switched CDU Version 7.0v,Good,1.54,0.56,1.35,,,,,,,,,,463.0,797.0,,BF2001
rpc385,BE3001,ServerTech,CW-48V52458A1/RB,Sentry Switched CDU Version 7.0v,Good,1.26,0.0,3.55,,,,,,,,,,1043.0,1119.0,,BE3001
rpc396,BE3012,ServerTech,CW-48V52458A1/RB,Sentry Switched CDU Version 7.0v,Good,2.33,1.53,6.21,,,,,,,,,,2279.0,2350.0,,BE3012
rpc405,BF1009,ServerTech,CX-48V52458A1/BB,Sentry Switched CDU Version 7.0v,Good,4.09,0.0,0.0,,,,,,,,,,881.0,955.0,,BF1009
rpc405,BF1009,ServerTech,CW-48V52458A1/RB,Sentry Switched CDU Version 7.0v,Good,5.86,0.0,0.0,,,,,,,,,,1320.0,1367.0,,BF1009
rpc404,BF1008,ServerTech,CW-48V52458A1/RB,Sentry Switched CDU Version 7.0v,Good,3.24,0.0,0.0,,,,,,,,,,740.0,755.0,,BF1008
rpc395,BE3011,ServerTech,CW-48V52458A1/RB,Sentry Switched CDU Version 7.0v,Good,0.93,0.0,1.5,,,,,,,,,,497.0,564.0,,BE3011
rpc-ap6-2,ap-06-r2,ServerTech,CW-24V2C458C1/RB,Sentry Switched CDU Version 7.0v,Good,7.23,,,,,,,,,,,,1437.0,1497.0,,R2
rpc404,BF1008,ServerTech,CX-48V52458A1/BB,Sentry Switched CDU Version 7.0v,Good,2.62,0.0,0.0,,,,,,,,,,592.0,612.0,,BF1008
rpc421,BF3001,ServerTech,CX-48V52458A1/BB,Sentry Switched CDU Version 7.0v,Good,1.64,0.96,0.85,,,,,,,,,,365.0,810.0,,BF3001
rpc-ap6-4,ap-06-r4,ServerTech,CX-24V2C458C1/BB,Sentry Switched CDU Version 7.0v,Good,4.44,,,,,,,,,,,,882.0,917.0,,R4
rpc-ap6-2,ap-06-r2,ServerTech,CX-24V2C458C1/BB,Sentry Switched CDU Version 7.0v,Good,7.37,,,,,,,,,,,,1447.0,1518.0,,R2
rpc395,BE3011,ServerTech,CX-48V52458A1/BB,Sentry Switched CDU Version 7.0v,Good,0.96,0.0,1.34,,,,,,,,,,458.0,532.0,,BE3011
rpc435,BF2010,ServerTech,CW-48V52458A1/RB,Sentry Switched CDU Version 7.0v,Good,2.77,5.24,2.56,,,,,,,,,,2396.0,2473.0,,BF2010
rpc424,BF3004,ServerTech,CW-48V52458A1/RB,Sentry Switched CDU Version 7.0v,Good,1.58,7.33,6.51,,,,,,,,,,3442.0,3535.0,,BF3004
rpc361,BE1001,ServerTech,CW-48V52458A1/RB,Sentry Switched CDU Version 7.0v,Good,8.43,8.62,8.04,,,,,,,,,,5807.0,5857.0,,BE1001
rpc389,BE3005,ServerTech,CX-48V52458A1/BB,Sentry Switched CDU Version 7.0v,Good,4.04,0.0,0.0,,,,,,,,,,904.0,942.0,,BE3005
rpc429,BF3009,ServerTech,ServerTech-Default,Sentry Switched CDU Version 7.0v,Good,4.56,2.96,2.89,,,,,,,,,,2366.0,2431.0,,BF3009
hilidcpducab1,Hillsboro,ServerTech,CW-24V2C458C1,Sentry Switched CDU Version 7.0k,Good,3.16,,,,,,,,,,,,625.0,658.0,73.6,IDC CAB3
rpc-mdf1-8,MDF1-R8,ServerTech,CW-24V2C458C1/RB,Sentry Switched CDU Version 7.0v,Good,5.57,,,,,,,,,,,,1027.0,1147.0,,MDF1-R8
rpc436,BF2011,ServerTech,CW-48V52458A1/RB,Sentry Switched CDU Version 7.0v,Good,2.63,5.11,2.86,,,,,,,,,,2363.0,2437.0,,BF2011
rpc390,BE3006,ServerTech,CX-48V52458A1/BB,Sentry Switched CDU Version 7.0v,Good,3.29,0.0,0.0,,,,,,,,,,740.0,765.0,,BE3006
rpc435,BF2010,ServerTech,CX-48V52458A1/BB,Sentry Switched CDU Version 7.0v,Good,2.77,5.09,2.77,,,,,,,,,,2408.0,2480.0,,BF2010
rpc398,BF1002,ServerTech,CW-48V52458A1/RB,Sentry Switched CDU Version 7.0v,Good,0.88,0.0,0.0,,,,,,,,,,182.0,204.0,,BF1002
rpc378,be2006,ServerTech,CW-48V52458A1/RB,Sentry Switched CDU Version 7.0v,Good,2.28,2.9,2.99,,,,,,,,,,1668.0,1912.0,,BE2006
rpc423,BF3003,ServerTech,CW-48V52458A1/RB,Sentry Switched CDU Version 7.0v,Good,0.93,7.46,7.16,,,,,,,,,,3559.0,3634.0,,BF3003
rpc-mdf2-8,MDF2-R8,ServerTech,CX-24V2C458C1/BB,Sentry Switched CDU Version 7.0v,Good,5.6,,,,,,,,,,,,1043.0,1157.0,,MDF2-R8
rpc426,BF3006,ServerTech,CX-48V52458A1/BB,Sentry Switched CDU Version 7.0v,Good,1.04,0.8,1.07,,,,,,,,,,393.0,681.0,,BF3006
rpc430,BF3010,ServerTech,CW-48V52458A1/RB,Sentry Switched CDU Version 7.0v,Good,1.24,0.0,3.24,,,,,,,,,,976.0,1039.0,,BF3010
rpc426,BF3006,ServerTech,CW-48V52458A1/RB,Sentry Switched CDU Version 7.0v,Good,1.98,2.48,8.04,,,,,,,,,,2867.0,2930.0,,BF3006
rpc406,BF1010,ServerTech,CW-48V52458A1/RB,Sentry Switched CDU Version 7.0v,Good,4.1,0.0,0.0,,,,,,,,,,931.0,955.0,,BF1010
rpc422,BF3002,ServerTech,CW-48V52458A1/RB,Sentry Switched CDU Version 7.0v,Good,0.96,10.34,7.63,,,,,,,,,,4283.0,4408.0,,BF3002
rpc428,BF3008,ServerTech,CW-48V52458A1/RB,Sentry Switched CDU Version 7.0v,Good,1.75,4.75,3.85,,,,,,,,,,2326.0,2414.0,,BF3008
rpc423,BF3003,ServerTech,CX-48V52458A1/BB,Sentry Switched CDU Version 7.0v,Good,0.95,3.93,2.7,,,,,,,,,,1664.0,1771.0,,BF3003
rpc422,BF3002,ServerTech,CX-48V52458A1/BB,Sentry Switched CDU Version 7.0v,Good,0.97,2.4,2.41,,,,,,,,,,1059.0,1359.0,,BF3002
rpc427,BF3007,ServerTech,CX-48V52458A1/BB,Sentry Switched CDU Version 7.0v,Good,1.47,5.99,2.47,,,,,,,,,,2237.0,2324.0,,BF3007
rpc428,BF3008,ServerTech,CX-48V52458A1/BB,Sentry Switched CDU Version 7.0v,Good,1.42,4.34,4.05,,,,,,,,,,2193.0,2295.0,,BF3008
rpc427,BF3007,ServerTech,CW-48V52458A1/RB,Sentry Switched CDU Version 7.0v,Good,1.65,5.46,5.78,,,,,,,,,,2884.0,2962.0,,BF3007
rpc429,BF3009,ServerTech,CWG48VN-5CFN58AC/AB,Sentry Switched CDU Version 7.0v,Good,4.53,2.93,2.87,,,,,,,,,,2344.0,2409.0,,BF3009
rpc373,BE2001,ServerTech,CX-48V52458A1/BB,Sentry Switched CDU Version 7.0v,Good,1.72,3.34,2.47,,,,,,,,,,1577.0,1759.0,,BE2001
rpc384,be2012,ServerTech,CW-48V52458A1/RB,Sentry Switched CDU Version 7.0v,Good,1.52,3.27,2.54,,,,,,,,,,1522.0,1706.0,,BE2012
rpc418,BF2010,ServerTech,CX-48V52458A1/BB,Sentry Switched CDU Version 7.0v,Good,0.83,1.08,1.1,,,,,,,,,,548.0,700.0,,BF2010
hilidcpdurack2,No Location,ServerTech,CW-24V2C458C1,Sentry Switched CDU Version 7.0k,Good,5.46,,,,,,,,,,,,1069.0,1128.0,71.4,IDC R1
rpc412,BF2004,ServerTech,CW-48V52458A1/RB,Sentry Switched CDU Version 7.0v,Good,5.94,10.99,5.47,,,,,,,,,,5077.0,5227.0,,BF2004
rpc364,BE1004,ServerTech,CX-48V52458A1/BB,Sentry Switched CDU Version 7.0v,Good,1.76,5.0,2.54,,,,,,,,,,2030.0,2172.0,,BE1004
rpc424,BF3004,ServerTech,CX-48V52458A1/BB,Sentry Switched CDU Version 7.0v,Good,1.72,3.78,3.97,,,,,,,,,,2105.0,2221.0,,BF3004
rpc411,BF2003,ServerTech,CX-48V52458A1/BB,Sentry Switched CDU Version 7.0v,Good,5.87,7.47,3.0,,,,,,,,,,3582.0,3764.0,,BF2003
rpc363,BE1003,ServerTech,CX-48V52458A1/BB,Sentry Switched CDU Version 7.0v,Good,1.09,3.78,3.62,,,,,,,,,,1858.0,1989.0,,BE1003
rpc364,BE1004,ServerTech,CW-48V52458A1/RB,Sentry Switched CDU Version 7.0v,Good,2.74,6.47,7.3,,,,,,,,,,3771.0,3861.0,,BE1004
rpc367,BE1007,ServerTech,CW-48V52458A1/RB,Sentry Switched CDU Version 7.0v,Good,0.48,0.0,0.0,,,,,,,,,,96.0,111.0,,BE1007
rpc366,BE1006,ServerTech,CW-48V52458A1/RB,Sentry Switched CDU Version 7.0v,Good,2.18,4.2,8.06,,,,,,,,,,3287.0,3366.0,,BE1006
rpc366,BE1006,ServerTech,CX-48V52458A1/BB,Sentry Switched CDU Version 7.0v,Good,1.27,1.01,1.04,,,,,,,,,,442.0,767.0,,BE1006
rpc400,BF1004,ServerTech,CW-48V52458A1/RB,Sentry Switched CDU Version 7.0v,Good,1.65,0.0,0.0,,,,,,,,,,344.0,386.0,,BF1004
rpc369,BE1009,ServerTech,CX-48V52458A1/BB,Sentry Switched CDU Version 7.0v,Good,1.93,1.86,6.85,,,,,,,,,,2322.0,2505.0,,BE1009
